Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment
1,1,2021-02-22,1120.45,False,57.9,3.082,199.62,7.99
1,1,2021-02-23,1275.55,False,64.9,3.162,199.65,6.8
1,1,2021-02-24,1350.37,False,60.8,3.209,198.22,6.31
1,1,2021-02-25,1494.99,False,71.0,3.33,203.64,7.45
1,1,2021-02-26,1273.12,False,68.3,3.366,201.1,7.08
1,1,2021-02-27,1559.42,False,63.6,3.253,200.95,7.07
1,1,2021-02-28,1505.29,False,70.0,3.563,202.17,6.03
1,1,2021-03-01,1621.06,False,77.9,3.416,201.64,7.82
1,1,2021-03-02,1470.58,False,79.1,3.461,202.28,7.51
1,1,2021-03-03,1636.78,False,83.8,3.586,197.47,6.69
1,1,2021-03-04,1726.0,False,67.9,3.213,199.16,6.36
1,1,2021-03-05,1422.89,False,74.3,3.352,206.02,6.03
1,1,2021-03-06,1736.76,False,74.7,3.281,200.4,6.35
1,1,2021-03-07,1836.34,False,71.0,3.373,202.79,6.64
1,1,2021-03-08,1323.8,False,73.1,3.543,199.4,7.61
1,1,2021-03-09,1467.0,False,79.2,3.426,198.88,7.42
1,1,2021-03-10,1618.63,False,72.2,3.192,200.42,6.59
1,1,2021-03-11,1507.38,False,76.2,3.386,201.72,7.8
1,1,2021-03-12,1428.67,False,73.0,3.41,195.96,7.3
1,1,2021-03-13,1711.73,False,76.3,3.431,201.18,6.64
1,1,2021-03-14,2067.44,False,74.4,3.558,197.42,6.64
1,1,2021-03-15,1457.54,False,71.9,3.186,201.93,7.52
1,1,2021-03-16,1515.78,False,75.1,3.23,201.62,6.93
1,1,2021-03-17,1463.73,False,74.4,3.116,199.8,7.97
1,1,2021-03-18,1446.16,False,66.2,3.564,202.79,7.17
1,1,2021-03-19,1562.48,False,69.6,3.445,198.45,6.83
1,1,2021-03-20,1551.06,False,78.9,3.139,200.37,6.67
1,1,2021-03-21,1593.36,False,73.6,3.554,202.54,6.61
1,1,2021-03-22,1612.32,False,80.3,3.2,198.7,6.45
1,1,2021-03-23,1676.52,False,74.6,3.144,197.86,6.15
1,1,2021-03-24,1452.95,False,82.7,3.554,198.44,6.97
1,1,2021-03-25,1362.31,False,80.0,3.168,201.47,7.93
1,1,2021-03-26,1445.04,False,73.9,3.225,205.91,6.69
1,1,2021-03-27,1869.36,False,75.9,3.161,201.99,7.29
1,1,2021-03-28,2068.05,False,74.0,3.196,198.77,7.05
1,1,2021-03-29,1417.4,False,78.2,3.469,202.26,6.31
1,1,2021-03-30,1746.73,False,71.7,3.147,203.21,7.06
1,1,2021-03-31,1290.53,False,78.2,3.264,201.37,6.25
1,1,2021-04-01,1487.21,False,84.0,3.465,200.21,6.54
1,1,2021-04-02,1516.11,False,85.3,3.183,202.74,6.81
1,1,2021-04-03,1665.93,False,73.8,3.371,198.57,7.16
1,1,2021-04-04,1901.5,False,85.0,3.272,196.42,6.12
1,1,2021-04-05,1482.02,False,81.5,3.259,201.84,7.37
1,1,2021-04-06,1417.98,False,85.9,3.441,202.28,6.88
1,1,2021-04-07,1386.54,False,86.0,3.386,198.24,7.45
1,1,2021-04-08,1409.71,False,83.1,3.51,203.24,6.03
1,1,2021-04-09,1337.24,False,79.6,3.393,201.49,6.18
1,1,2021-04-10,1712.75,False,74.9,3.383,198.27,7.96
1,1,2021-04-11,1542.18,False,86.2,3.493,203.99,6.4
1,1,2021-04-12,1466.39,False,70.0,3.389,202.83,7.5
1,1,2021-04-13,1370.32,False,81.8,3.522,201.43,7.42
1,1,2021-04-14,1522.37,False,74.8,3.289,201.35,7.44
1,1,2021-04-15,1544.42,False,82.8,3.497,199.59,7.99
1,1,2021-04-16,1415.23,False,73.6,3.193,199.56,6.13
1,1,2021-04-17,1365.15,False,80.2,3.429,201.66,6.21
1,1,2021-04-18,1674.13,False,86.5,3.144,196.94,6.45
1,1,2021-04-19,1661.47,False,80.0,3.198,197.02,7.8
1,1,2021-04-20,1649.58,False,88.1,3.133,199.12,6.79
1,1,2021-04-21,1610.82,False,66.3,3.407,202.18,7.61
1,1,2021-04-22,1479.34,False,79.8,3.457,200.8,7.19
1,1,2021-04-23,1393.96,False,79.6,3.151,201.05,7.36
1,1,2021-04-24,1929.51,False,84.5,3.478,199.55,6.23
1,1,2021-04-25,1710.32,False,83.4,3.442,197.63,7.31
1,1,2021-04-26,1573.01,False,80.3,3.221,199.0,7.77
1,1,2021-04-27,1464.06,False,86.5,3.175,198.22,7.93
1,1,2021-04-28,1587.42,False,79.2,3.304,203.04,6.69
1,1,2021-04-29,1537.33,False,78.1,3.514,199.53,7.94
1,1,2021-04-30,1517.36,False,79.6,3.389,200.78,7.45
1,1,2021-05-01,1995.66,False,83.8,3.228,201.24,7.74
1,1,2021-05-02,1857.06,False,79.3,3.556,199.91,6.18
1,1,2021-05-03,1481.58,False,72.4,3.513,197.85,7.31
1,1,2021-05-04,1395.73,False,70.1,3.345,201.7,7.27
1,1,2021-05-05,1511.15,False,78.3,3.306,197.88,7.2
1,1,2021-05-06,1579.85,False,82.6,3.484,196.82,7.87
1,1,2021-05-07,1646.71,False,69.1,3.13,201.75,7.31
1,1,2021-05-08,1884.71,False,77.4,3.577,199.81,6.69
1,1,2021-05-09,1927.55,False,86.1,3.455,194.57,7.14
1,1,2021-05-10,1217.69,False,75.3,3.33,199.99,7.43
1,1,2021-05-11,1558.75,False,72.7,3.25,200.8,6.45
1,1,2021-05-12,1370.32,False,77.3,3.478,200.5,6.12
1,1,2021-05-13,1281.59,False,75.5,3.081,201.58,7.28
1,1,2021-05-14,1228.23,False,82.7,3.367,200.51,7.81
1,1,2021-05-15,1654.01,False,72.9,3.329,201.04,6.59
1,1,2021-05-16,1873.83,False,72.5,3.101,202.22,7.29
1,1,2021-05-17,1533.93,False,63.8,3.408,197.64,7.7
1,1,2021-05-18,1336.24,False,73.7,3.502,202.17,6.62
1,1,2021-05-19,1265.41,False,74.2,3.298,200.67,7.72
1,1,2021-05-20,1502.77,False,68.9,3.078,199.47,7.59
1,1,2021-05-21,1351.13,False,77.7,3.512,199.98,7.04
1,1,2021-05-22,1950.17,False,72.0,3.368,201.28,6.55
1,1,2021-05-23,1942.73,False,71.2,3.467,200.1,7.05
1,1,2021-05-24,1538.33,False,73.9,3.117,198.16,6.14
1,1,2021-05-25,1664.34,False,77.1,3.348,198.42,7.6
1,1,2021-05-26,1503.11,False,73.0,3.084,203.15,7.52
1,1,2021-05-27,1447.02,False,79.2,3.181,197.25,7.87
1,1,2021-05-28,1464.58,False,78.3,3.367,199.54,7.63
1,1,2021-05-29,1943.74,False,84.0,3.099,198.35,7.72
1,1,2021-05-30,1504.23,False,73.1,3.344,199.5,6.7
1,1,2021-05-31,1165.51,False,82.1,3.38,198.28,6.84
1,1,2021-06-01,1309.49,False,74.1,3.402,204.1,7.29
1,1,2021-06-02,1542.44,False,66.1,3.38,200.73,7.0
1,1,2021-06-03,1218.62,False,61.6,3.309,199.13,6.79
1,1,2021-06-04,1424.28,False,70.7,3.29,199.71,7.27
1,1,2021-06-05,1281.64,False,64.8,3.258,200.0,6.22
1,1,2021-06-06,1854.29,False,66.5,3.07,200.12,7.84
1,1,2021-06-07,1338.71,False,60.1,3.203,201.56,7.23
1,1,2021-06-08,1137.73,False,60.2,3.195,199.67,6.06
1,1,2021-06-09,1265.02,False,70.2,3.189,199.16,7.43
1,1,2021-06-10,1501.19,False,66.5,3.043,200.32,6.48
1,1,2021-06-11,1232.97,False,60.8,3.07,201.75,7.97
1,1,2021-06-12,1145.74,False,64.6,3.084,199.21,6.89
1,1,2021-06-13,1397.23,False,58.2,3.349,200.53,7.36
1,1,2021-06-14,1381.1,False,66.7,3.344,199.2,7.69
1,1,2021-06-15,1490.06,False,67.1,3.224,203.17,7.67
1,1,2021-06-16,1422.56,False,65.7,3.301,203.21,6.37
1,1,2021-06-17,1589.62,False,64.2,3.188,202.01,6.44
1,1,2021-06-18,1382.14,False,72.2,3.028,199.49,7.32
1,1,2021-06-19,1642.1,False,64.6,3.108,197.91,6.44
1,1,2021-06-20,1525.18,False,64.6,3.129,200.71,6.3
1,1,2021-06-21,1263.66,False,65.0,3.353,198.58,6.33
1,1,2021-06-22,1136.7,False,59.6,3.511,196.93,7.68
1,1,2021-06-23,1295.14,False,63.2,3.015,198.36,6.49
1,1,2021-06-24,1395.16,False,56.3,3.183,201.34,6.5
1,1,2021-06-25,1450.42,False,71.9,3.322,199.23,7.73
1,1,2021-06-26,1261.54,False,77.9,3.18,200.53,7.67
1,1,2021-06-27,1414.07,False,68.3,3.154,200.57,6.24
1,1,2021-06-28,1216.94,False,59.1,3.209,199.95,7.31
1,1,2021-06-29,1419.81,False,64.3,3.395,199.11,7.95
1,1,2021-06-30,1427.18,False,63.5,3.185,199.49,6.37
1,1,2021-07-01,1204.54,False,57.2,3.439,196.96,6.19
1,1,2021-07-02,1166.48,False,49.3,3.315,199.58,6.95
1,1,2021-07-03,1391.61,False,46.7,3.043,200.34,6.75
1,1,2021-07-04,2207.61,True,44.6,3.373,200.19,7.74
1,1,2021-07-05,1132.65,False,49.4,3.18,200.35,7.17
1,1,2021-07-06,1049.39,False,50.8,3.067,199.46,7.02
1,1,2021-07-07,1115.84,False,49.9,3.105,200.14,6.12
1,1,2021-07-08,1235.41,False,53.3,3.136,199.39,6.37
1,1,2021-07-09,1186.26,False,42.8,3.131,197.84,6.32
1,1,2021-07-10,1246.16,False,56.8,3.346,200.24,6.35
1,1,2021-07-11,1427.77,False,48.8,3.429,200.67,7.14
1,1,2021-07-12,1109.73,False,49.9,2.991,200.14,6.23
1,1,2021-07-13,1328.8,False,55.2,2.986,201.28,7.81
1,1,2021-07-14,1124.86,False,59.0,3.245,200.18,6.11
1,1,2021-07-15,1063.03,False,48.7,3.41,200.43,7.22
1,1,2021-07-16,1155.93,False,45.5,3.198,198.78,7.81
1,1,2021-07-17,1218.03,False,47.3,3.331,196.61,7.71
1,1,2021-07-18,1461.7,False,43.6,3.401,202.67,7.32
1,1,2021-07-19,1191.82,False,43.6,3.34,202.97,6.88
1,1,2021-07-20,1255.37,False,47.7,3.329,196.86,6.89
1,1,2021-07-21,1175.16,False,57.8,3.435,200.21,7.12
1,1,2021-07-22,1269.01,False,48.9,3.044,201.52,6.23
1,1,2021-07-23,1070.53,False,46.0,3.368,201.3,7.73
1,1,2021-07-24,1270.4,False,48.6,3.277,199.73,6.8
1,1,2021-07-25,1491.43,False,51.9,3.39,203.41,7.28
1,1,2021-07-26,1262.13,False,49.6,3.064,199.99,6.54
1,1,2021-07-27,1079.0,False,38.8,3.33,200.72,6.6
1,1,2021-07-28,988.75,False,46.3,3.198,199.84,6.78
1,1,2021-07-29,1104.31,False,45.0,2.992,198.86,6.96
1,1,2021-07-30,1040.99,False,54.8,3.203,200.87,7.48
1,1,2021-07-31,1470.99,False,52.6,3.297,199.93,7.81
1,1,2021-08-01,1393.33,False,35.8,3.445,202.22,7.88
1,1,2021-08-02,880.98,False,41.0,3.175,203.58,6.04
1,1,2021-08-03,957.69,False,38.9,3.129,200.8,7.42
1,1,2021-08-04,1003.62,False,37.5,3.428,198.64,7.31
1,1,2021-08-05,919.64,False,40.7,3.327,200.25,7.33
1,1,2021-08-06,1008.99,False,37.5,3.137,203.08,6.49
1,1,2021-08-07,1039.46,False,30.3,3.061,198.81,7.82
1,1,2021-08-08,991.52,False,37.6,3.375,197.59,7.54
1,1,2021-08-09,865.69,False,44.5,2.974,195.82,6.27
1,1,2021-08-10,900.97,False,29.2,3.381,200.42,7.93
1,1,2021-08-11,864.41,False,35.3,3.2,199.7,7.61
1,1,2021-08-12,921.8,False,34.4,2.989,197.28,7.64
1,1,2021-08-13,1144.93,False,41.3,3.367,201.32,6.4
1,1,2021-08-14,1204.58,False,45.1,3.227,200.57,7.85
1,1,2021-08-15,1296.89,False,28.7,3.037,203.41,6.97
1,1,2021-08-16,977.13,False,33.3,3.366,201.26,6.93
1,1,2021-08-17,989.11,False,38.0,3.159,201.42,7.37
1,1,2021-08-18,945.47,False,42.8,2.928,197.62,7.65
1,1,2021-08-19,940.69,False,40.4,3.268,200.8,6.87
1,1,2021-08-20,1058.83,False,44.9,3.026,201.3,7.97
1,1,2021-08-21,1309.53,False,38.1,3.29,199.06,7.61
1,1,2021-08-22,1094.48,False,31.4,3.115,198.25,7.72
1,1,2021-08-23,884.53,False,36.1,3.341,202.54,7.11
1,1,2021-08-24,963.96,False,38.5,2.953,199.87,7.73
1,1,2021-08-25,957.25,False,34.5,3.177,197.44,6.04
1,1,2021-08-26,1119.18,False,30.8,3.294,201.62,6.71
1,1,2021-08-27,1044.55,False,31.4,3.366,204.56,6.3
1,1,2021-08-28,1139.83,False,34.0,2.936,198.65,7.61
1,1,2021-08-29,973.37,False,42.2,3.137,206.78,6.1
1,1,2021-08-30,1053.53,False,39.5,3.399,199.26,7.32
1,1,2021-08-31,968.56,False,42.1,3.035,199.6,7.43
1,1,2021-09-01,941.58,False,30.2,2.99,202.11,6.6
1,1,2021-09-02,887.43,False,15.7,3.327,204.31,6.79
1,1,2021-09-03,813.43,False,26.2,3.294,199.8,6.43
1,1,2021-09-04,1076.1,False,24.3,3.368,200.13,7.52
1,1,2021-09-05,868.5,False,17.3,3.111,198.53,7.65
1,1,2021-09-06,811.26,False,20.8,3.386,201.32,7.3
1,1,2021-09-07,843.15,False,15.5,3.02,198.26,6.65
1,1,2021-09-08,963.94,False,21.7,3.051,200.56,6.59
1,1,2021-09-09,957.69,False,15.1,3.334,199.47,7.63
1,1,2021-09-10,768.88,False,29.8,3.16,201.76,6.76
1,1,2021-09-11,1040.4,False,23.9,2.995,200.48,7.0
1,1,2021-09-12,1099.05,False,24.1,3.209,197.2,7.22
1,1,2021-09-13,757.29,False,17.0,3.315,198.68,6.03
1,1,2021-09-14,871.59,False,19.4,3.122,204.22,7.56
1,1,2021-09-15,884.66,False,25.9,3.004,199.28,6.25
1,1,2021-09-16,857.5,False,25.4,3.12,199.78,6.09
1,1,2021-09-17,894.61,False,28.0,3.276,198.42,6.35
1,1,2021-09-18,1047.57,False,25.6,3.334,199.21,6.12
1,1,2021-09-19,1030.38,False,26.0,3.012,199.03,7.79
1,1,2021-09-20,780.52,False,23.3,3.228,199.0,7.79
1,1,2021-09-21,877.96,False,31.5,3.172,201.05,7.79
1,1,2021-09-22,838.93,False,21.9,2.963,198.34,6.8
1,1,2021-09-23,849.1,False,22.5,3.211,197.49,7.07
1,1,2021-09-24,799.3,False,24.8,3.196,202.3,7.01
1,1,2021-09-25,966.68,False,25.4,3.052,200.6,6.44
1,1,2021-09-26,1096.27,False,24.2,3.393,201.39,6.86
1,1,2021-09-27,920.52,False,35.0,3.225,198.16,7.57
1,1,2021-09-28,809.79,False,23.3,3.227,200.85,6.43
1,1,2021-09-29,824.56,False,30.6,3.289,199.09,6.75
1,1,2021-09-30,823.92,False,30.9,3.391,198.05,7.14
1,1,2021-10-01,819.72,False,29.3,3.241,200.87,6.02
1,1,2021-10-02,1013.08,False,24.4,3.274,202.33,6.97
1,1,2021-10-03,1017.56,False,18.9,2.923,199.62,6.05
1,1,2021-10-04,707.58,False,26.3,3.381,198.99,6.86
1,1,2021-10-05,966.87,False,20.2,3.174,198.38,6.97
1,1,2021-10-06,668.04,False,24.2,3.363,202.63,7.45
1,1,2021-10-07,928.94,False,23.8,2.941,197.71,7.56
1,1,2021-10-08,723.78,False,16.0,2.918,202.14,7.87
1,1,2021-10-09,849.63,False,15.2,3.247,202.43,7.02
1,1,2021-10-10,883.22,False,19.8,3.389,201.56,7.81
1,1,2021-10-11,747.56,False,27.9,3.364,204.82,7.72
1,1,2021-10-12,744.06,False,27.0,3.262,197.69,7.21
1,1,2021-10-13,743.68,False,19.3,2.909,199.5,6.16
1,1,2021-10-14,755.04,False,14.6,3.09,196.54,6.22
1,1,2021-10-15,836.14,False,21.1,3.402,198.88,7.39
1,1,2021-10-16,955.87,False,18.6,3.133,199.88,6.55
1,1,2021-10-17,984.78,False,18.6,3.056,203.75,6.4
1,1,2021-10-18,925.0,False,25.7,3.299,199.29,7.06
1,1,2021-10-19,750.62,False,25.1,3.367,199.11,6.7
1,1,2021-10-20,798.98,False,17.7,2.958,200.3,7.1
1,1,2021-10-21,969.63,False,24.2,2.926,198.42,7.51
1,1,2021-10-22,832.31,False,22.7,2.925,198.72,7.61
1,1,2021-10-23,1006.56,False,21.1,3.4,199.79,7.58
1,1,2021-10-24,935.32,False,4.7,3.044,200.38,6.43
1,1,2021-10-25,877.57,False,18.9,3.336,202.58,6.36
1,1,2021-10-26,741.88,False,17.4,3.198,200.45,6.28
1,1,2021-10-27,795.8,False,18.0,3.039,200.52,7.03
1,1,2021-10-28,780.5,False,15.6,3.386,196.71,6.44
1,1,2021-10-29,920.7,False,21.6,3.162,198.11,6.85
1,1,2021-10-30,1035.74,False,17.1,3.13,197.55,7.01
1,1,2021-10-31,933.08,False,20.4,3.173,197.97,7.63
1,1,2021-11-01,985.75,False,21.4,3.117,198.84,6.61
1,1,2021-11-02,783.88,False,24.8,3.089,199.36,6.74
1,1,2021-11-03,890.97,False,24.1,2.961,200.9,7.63
1,1,2021-11-04,1015.77,False,13.5,3.287,200.03,6.89
1,1,2021-11-05,850.6,False,29.6,3.363,200.51,6.3
1,1,2021-11-06,1003.7,False,28.4,3.234,203.69,6.9
1,1,2021-11-07,809.15,False,18.5,3.418,198.15,6.05
1,1,2021-11-08,750.72,False,23.2,3.35,198.14,7.19
1,1,2021-11-09,994.28,False,30.4,3.215,196.44,6.87
1,1,2021-11-10,868.37,False,25.9,3.192,201.44,7.55
1,1,2021-11-11,884.29,False,23.4,3.236,198.15,6.48
1,1,2021-11-12,885.6,False,25.8,3.367,197.33,7.91
1,1,2021-11-13,980.14,False,22.4,2.988,202.02,6.81
1,1,2021-11-14,1083.2,False,25.1,3.396,199.34,6.84
1,1,2021-11-15,847.82,False,24.4,3.196,197.61,7.16
1,1,2021-11-16,773.76,False,27.4,3.35,200.55,6.86
1,1,2021-11-17,836.69,False,23.3,3.239,199.89,7.21
1,1,2021-11-18,699.66,False,23.3,3.33,195.77,7.06
1,1,2021-11-19,806.39,False,14.6,3.32,200.97,7.75
1,1,2021-11-20,1117.7,False,25.6,3.311,203.32,7.59
1,1,2021-11-21,969.51,False,26.8,3.034,201.0,7.94
1,1,2021-11-22,1253.55,True,28.6,3.1,200.74,6.14
1,1,2021-11-23,1428.15,True,20.9,2.982,197.4,6.98
1,1,2021-11-24,1369.77,True,22.9,3.375,201.85,6.97
1,1,2021-11-25,1262.29,True,26.3,3.189,201.7,6.11
1,1,2021-11-26,1330.56,True,32.1,3.376,201.24,6.47
1,1,2021-11-27,1751.03,True,24.5,3.11,198.5,7.71
1,1,2021-11-28,1432.88,True,22.9,3.337,202.93,7.77
1,1,2021-11-29,743.54,False,35.0,3.196,197.13,6.87
1,1,2021-11-30,782.55,False,26.4,2.952,201.17,7.45
1,1,2021-12-01,1016.31,False,28.5,3.433,199.97,7.25
1,1,2021-12-02,999.93,False,35.4,3.1,197.17,7.52
1,1,2021-12-03,1185.73,False,33.9,3.215,199.83,6.63
1,1,2021-12-04,1186.15,False,34.9,3.022,200.7,7.3
1,1,2021-12-05,1262.13,False,28.8,2.992,202.63,6.57
1,1,2021-12-06,1048.75,False,36.3,3.128,203.77,6.68
1,1,2021-12-07,1013.54,False,46.7,3.404,200.9,7.57
1,1,2021-12-08,931.15,False,26.1,3.106,198.11,6.56
1,1,2021-12-09,1122.14,False,37.6,3.026,197.25,6.84
1,1,2021-12-10,1048.19,False,40.4,3.146,200.12,6.67
1,1,2021-12-11,1085.38,False,36.6,3.17,201.5,6.94
1,1,2021-12-12,1159.09,False,36.0,3.251,199.3,7.17
1,1,2021-12-13,950.73,False,30.2,3.21,201.94,7.2
1,1,2021-12-14,976.54,False,32.5,3.182,203.23,6.29
1,1,2021-12-15,1065.3,False,31.6,3.134,202.51,7.33
1,1,2021-12-16,939.14,False,37.0,3.418,200.7,6.88
1,1,2021-12-17,716.96,False,30.4,3.438,200.35,6.52
1,1,2021-12-18,987.95,False,40.1,3.268,201.69,7.89
1,1,2021-12-19,1259.68,False,33.3,3.093,200.61,7.93
1,1,2021-12-20,846.63,False,42.9,3.182,199.29,6.92
1,1,2021-12-21,1023.08,False,33.0,3.318,200.76,6.33
1,1,2021-12-22,888.87,False,39.1,3.193,199.48,7.89
1,1,2021-12-23,998.55,False,30.1,3.238,199.62,7.05
1,1,2021-12-24,1460.81,True,35.4,3.105,200.32,7.98
1,1,2021-12-25,1816.76,True,35.7,3.327,197.76,6.12
1,1,2021-12-26,1173.47,False,35.6,3.295,200.31,7.6
1,1,2021-12-27,845.3,False,37.7,3.272,196.03,7.6
1,1,2021-12-28,986.3,False,33.5,3.477,200.06,7.79
1,1,2021-12-29,1021.78,False,33.3,3.282,198.79,7.84
1,1,2021-12-30,981.98,False,32.2,3.304,201.37,7.77
1,1,2021-12-31,1418.16,True,31.5,3.392,196.6,6.63
1,1,2022-01-01,1989.75,True,51.9,3.436,203.4,6.14
1,1,2022-01-02,1564.03,False,53.0,3.048,204.69,6.44
1,1,2022-01-03,1144.22,False,54.5,3.499,204.3,6.21
1,1,2022-01-04,1146.22,False,44.7,3.218,205.35,6.25
1,1,2022-01-05,1318.95,False,52.3,3.389,203.17,7.82
1,1,2022-01-06,985.32,False,56.3,3.035,204.62,7.19
1,1,2022-01-07,1081.68,False,53.8,3.473,207.01,7.5
1,1,2022-01-08,1350.15,False,46.6,3.387,205.74,7.16
1,1,2022-01-09,1079.09,False,47.0,3.067,201.65,7.72
1,1,2022-01-10,1123.82,False,45.6,3.447,202.49,7.07
1,1,2022-01-11,1189.94,False,47.7,3.183,208.48,7.81
1,1,2022-01-12,1104.35,False,46.5,3.52,206.87,6.92
1,1,2022-01-13,848.35,False,49.5,3.464,204.77,7.8
1,1,2022-01-14,1179.63,False,54.4,3.359,205.56,6.87
1,1,2022-01-15,1425.79,False,47.4,3.315,206.15,6.68
1,1,2022-01-16,1326.05,False,47.0,3.29,205.69,6.18
1,1,2022-01-17,1157.22,False,51.2,3.139,205.54,7.29
1,1,2022-01-18,1195.0,False,48.4,3.299,204.52,7.45
1,1,2022-01-19,883.66,False,53.5,3.173,205.81,7.2
1,1,2022-01-20,1297.93,False,52.8,3.113,204.25,7.07
1,1,2022-01-21,1319.69,False,47.5,3.274,205.65,6.61
1,1,2022-01-22,1439.86,False,53.5,3.301,205.79,6.92
1,1,2022-01-23,1465.49,False,46.9,3.35,203.61,7.19
1,1,2022-01-24,1044.9,False,59.4,3.392,205.44,6.22
1,1,2022-01-25,1126.05,False,43.5,3.231,204.53,7.16
1,1,2022-01-26,1058.68,False,41.9,3.424,205.28,6.08
1,1,2022-01-27,1287.23,False,51.4,3.306,206.64,6.46
1,1,2022-01-28,1031.36,False,52.1,3.098,204.29,7.57
1,1,2022-01-29,1449.8,False,52.6,3.112,206.34,6.18
1,1,2022-01-30,1361.24,False,47.3,3.415,199.14,6.53
1,1,2022-01-31,1138.81,False,47.8,3.133,206.16,6.81
1,1,2022-02-01,1360.68,False,64.2,3.117,208.86,6.28
1,1,2022-02-02,1522.01,False,60.8,3.083,206.53,6.12
1,1,2022-02-03,1222.17,False,66.5,3.438,204.51,7.73
1,1,2022-02-04,1423.57,False,73.1,3.449,203.67,6.48
1,1,2022-02-05,1670.45,False,68.4,3.158,205.07,7.36
1,1,2022-02-06,1717.56,False,66.5,3.512,207.03,7.83
1,1,2022-02-07,1310.21,False,61.5,3.365,203.77,7.65
1,1,2022-02-08,1469.53,False,59.8,3.525,206.23,7.13
1,1,2022-02-09,1441.86,False,66.0,3.4,207.13,6.43
1,1,2022-02-10,1273.06,False,62.2,3.333,203.11,7.5
1,1,2022-02-11,1097.81,False,66.0,3.196,206.75,7.5
1,1,2022-02-12,1506.49,False,63.5,3.524,205.15,7.11
1,1,2022-02-13,1623.93,False,64.0,3.07,203.66,7.71
1,1,2022-02-14,1359.32,False,65.6,3.268,206.34,6.8
1,1,2022-02-15,1296.74,False,49.1,3.463,204.68,6.88
1,1,2022-02-16,1432.56,False,61.4,3.417,204.43,6.05
